,Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Total_processor,Execution_units,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system
216,HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),HP,108999,4.75,Intel,Intel Core Ultra,155U,,12.0,2.0,8.0,2.0,1,14.0,16,LPDDR5,512, SSD,Integrated Intel Graphics,Intel,,True,14.0,1920,1200,161.73,True,Windows 11 OS
217,Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),Asus,30990,4.55,Intel,Intel Pentium Gold,7505,,2.0,,,0.0,0,4.0,8,DDR4,256, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
218,HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,60799,4.2,Intel,Intel Core i5,1334U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Integrated,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
219,Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),Asus,102900,4.1,Intel,Intel Core Ultra,125H,,14.0,4.0,8.0,2.0,1,18.0,16,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,,False,14.0,2880,1800,242.59,True,Windows 11 OS
220,HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,54990,4.05,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,True,Windows 11 OS
221,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),Acer,38249,4.7,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,16,DDR4,1000, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
222,Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,43990,4.65,Intel,Intel Core i5,1335U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS
223,Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,54990,4.7,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
224,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,15990,4.65,MediaTek,MediaTek Kompanio,,,8.0,,,0.0,0,,4,LPDDR4X,128, Hard Disk,Arm Mali G52 MC2 2EE Graphics,ARM,,False,14.0,1366,768,111.94,False,Chrome OS
225,Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,102990,4.0,Intel,Intel Core i7,13650HX,13.0,14.0,6.0,8.0,0.0,0,,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
226,Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,53990,4.15,Intel,Intel Core i5,11400H,11.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,17.0,1920,1080,129.58,False,Windows 11 OS
227,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,36990,4.45,Intel,Intel Core i3,1315U,13.0,6.0,2.0,4.0,0.0,0,8.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS
228,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),HP,24900,4.55,AMD,AMD Ryzen 3,3250U,3.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,DOS OS
229,Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,49990,4.0,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5,512, SSD,Intel ARC Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS
230,Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,129900,4.05,Intel,Intel Core i7,1355U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,,False,13.3,1920,1080,165.63,True,Windows 11 OS
231,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,50790,4.45,Intel,Intel Core i5,1135G7,11.0,4.0,,,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
232,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,106590,4.4,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS
233,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,38990,4.65,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
234,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,103990,4.35,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS
235,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Acer,32490,4.1,AMD,AMD Ryzen 5,7520U,7.0,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS
236,Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),Asus,16490,4.65,Intel,Intel Celeron ,N4500,,2.0,,,0.0,0,,8,DDR4,128, SSD,Intel UHD Graphics,Intel,,False,11.6,1366,768,135.09,False,Windows 11 OS
237,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,33690,4.4,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated,Intel,,True,15.6,1366,768,100.45,False,Windows 11 OS
238,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),Acer,60999,4.35,Intel,Intel Core i5,13420H,13.0,8.0,4.0,4.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
239,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Zebronics,40990,4.05,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
240,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,81990,4.45,AMD,AMD Ryzen 7,6800H,6.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,17.3,1920,1080,127.34,False,Windows 11 OS
241,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,59990,4.2,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
242,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,27990,4.2,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,12,LPDDR4,512, SSD,Intel Integrated Intel UHD Graphics,Intel,,True,13.5,2256,1504,200.84,True,Windows 11 OS
243,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94190,4.75,AMD,AMD Ryzen 7,7735U,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,AMD Radeon Graphics,AMD,,False,14.0,2880,1800,242.59,True,Windows 11 OS
244,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,54990,4.45,AMD,AMD Ryzen 5,7535HS,7.0,6.0,,,0.0,0,12.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
245,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,34990,4.5,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated,Intel,,True,15.6,1366,768,100.45,False,Windows 11 OS
246,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Acer,29990,4.6,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS
247,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,29990,4.4,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS
248,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Asus,89650,4.4,Intel,Intel Core i7,12700H,12.0,14.0,,,0.0,0,20.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
249,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,70490,4.7,Intel,Intel Core i5,1335U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
250,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,110990,4.3,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,17.3,1920,1080,127.34,False,Windows 11 OS
251,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,97990,4.1,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
252,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,45990,4.5,Intel,Intel Core i5,11260H,11.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
253,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,104990,4.15,Intel,Intel Core i7,i7,13.0,,,,0.0,0,,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
254,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),HP,113090,4.25,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,1920,1080,137.68,False,Windows 11 OS
255,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,73990,4.45,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,17.3,1920,1080,127.34,False,Windows 11 OS
256,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),Asus,82500,4.25,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,14.0,2880,1800,242.59,False,Windows 11 OS
257,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,101200,4.1,AMD,AMD Ryzen 7,7735HS,6.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,14.0,2560,1600,215.63,False,Windows 11 OS
258,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,89990,4.3,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS
259,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,51990,4.1,Intel,Intel Core i5,11260H,11.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
260,Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,26990,4.1,AMD,AMD Ryzen 3,7320U,7.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS
261,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,131590,4.75,Apple,Apple M2,,,8.0,4.0,4.0,0.0,0,,8,DDR4,512, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS
262,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,51915,4.5,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
263,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,62842,4.2,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
264,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,69490,4.4,Intel,Intel Core i5,1340p,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
265,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),ASUS,114000,4.25,AMD,AMD Ryzen 9,7940HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,AMD Radeon  RX 7600S,AMD,8.0,False,15.6,1920,1200,145.14,False,Windows 11 OS
266,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,122990,4.5,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,2880,1620,211.82,False,Windows 11 OS
267,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),MSI,57990,4.3,Intel,Intel Core i7,11800H,11.0,8.0,,,0.0,0,16.0,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
268,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),Asus,99990,4.65,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 3050,NVIDIA,4.0,False,14.0,2880,1800,242.59,False,Windows 11 OS
269,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,99990,4.35,Intel,Intel Core i5,13500HX,13.0,14.0,6.0,8.0,0.0,0,20.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS
270,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,64990,4.3,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Integrated Intel iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
271,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),Apple,113690,4.55,Apple,Apple M2,,,8.0,4.0,4.0,0.0,0,,8,DDR4,256, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS
272,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,22990,4.2,Intel,Intel Celeron ,N5100,11.0,4.0,,,0.0,0,4.0,8,LPDDR4X,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
273,HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,38099,4.6,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS
274,MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),MSI,33990,4.3,AMD,AMD Ryzen 5,7530U,7.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS
275,MSI Modern 14 C12M-445IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,31030,4.25,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS
276,Asus Vivobook Go 15 2023 E1504FA-NJ323WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,35990,4.25,AMD,AMD Ryzen 3,7320U,7.0,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS
277,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,64990,4.7,Intel,Intel Core i5,1335U,13.0,10.0,2.0,8.0,0.0,0,12.0,8,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
278,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,81990,4.55,Intel,Intel Core i7,1355U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
279,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,65990,4.35,AMD,AMD Ryzen 7,5800H,5.0,8.0,,,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
280,Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,117990,4.45,Intel,Intel Core i7,1360P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS
281,Dell Inspiron 15 3520 D560915WIN9S Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,34980,4.45,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
282,Asus Vivobook 15 X1502ZA-EJ381WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,40689,4.4,Intel,Intel Core i3,1220P,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
283,HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,60300,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
284,HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),HP,17990,4.2,Intel,Intel Celeron ,N4500,,2.0,,,0.0,0,2.0,4,LPDDR4,64, Hard Disk,Intel Integrated UHD Graphics,Intel,,True,14.0,1366,768,111.94,True,Chrome OS
285,Lenovo E41-55 Laptop (Athlon Pro 3045B/ 8GB/ 256GB SSD/ Win11),Lenovo,18990,4.2,AMD,AMD Athlon Pro,3045B,,2.0,,,0.0,0,2.0,8,DDR4,256, SSD,AMD Radeon Graphics,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS
286,Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),Dell,45390,4.7,AMD,AMD Ryzen 5,5625U,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS
287,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,56990,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
288,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),Asus,96000,4.4,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
289,Lenovo IdeaPad Slim 5 82SF008YIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,58990,4.05,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS
290,HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),HP,46938,4.2,Intel,Intel Core i3,1115G4,11.0,2.0,,,0.0,0,4.0,8,DDR4,1256,Hard Disk & SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS
291,Dell Inspiron 3525 Laptop (AMD Ryzen3 5425U/ 8GB/ 512GB SSD/ Win11),Dell,33994,4.45,AMD,AMD Ryzen 3,5425U,5.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS
292,HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,48890,4.25,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS
